"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","Result"
"8315",1,-1,-1,1,-1,1,1
"8317",-1,-1,-1,1,-1,1,-1
"8318",0,-1,-1,1,-1,1,1
"8320",0,-1,-1,-1,1,1,1
"8323",0,-1,-1,1,1,-1,1
"8324",-1,1,-1,1,-1,0,-1
"8326",0,1,1,1,-1,1,-1
"8327",-1,-1,-1,-1,-1,-1,-1
"8328",0,1,-1,-1,-1,0,-1
"8329",-1,-1,-1,1,-1,0,-1
"8330",0,1,1,-1,1,1,1
"8331",-1,-1,-1,1,-1,-1,-1
"8332",-1,1,1,1,-1,-1,-1
"8333",1,-1,-1,1,-1,1,1
"8334",1,-1,-1,-1,-1,1,1
"8336",1,1,-1,-1,-1,1,1
"8338",0,1,-1,-1,1,1,1
"8339",0,1,-1,-1,-1,1,1
"8340",1,1,-1,1,1,1,1
"8341",1,1,1,1,-1,1,1
"8342",0,-1,-1,1,-1,1,1
"8343",1,1,-1,1,-1,1,1
"8344",0,1,-1,1,-1,1,1
"8345",1,1,1,1,1,1,1
"8346",0,-1,-1,1,-1,1,1
"8347",1,1,-1,1,-1,1,1
"8348",1,1,1,1,-1,1,1
"8350",1,1,-1,-1,-1,1,1
"8351",0,1,-1,1,-1,1,1
"8353",1,1,-1,1,1,0,1
"8356",-1,-1,-1,1,-1,-1,-1
"8358",-1,1,1,0,-1,0,-1
"8360",0,-1,-1,-1,-1,1,-1
"8361",0,-1,0,-1,0,-1,-1
"8362",0,1,1,1,-1,0,1
"8363",0,1,1,-1,1,0,1
"8367",1,1,-1,1,-1,-1,1
"8368",0,0,-1,-1,-1,1,1
"8369",-1,1,-1,-1,-1,0,-1
"8372",0,1,-1,1,-1,0,1
"8373",-1,1,-1,1,-1,0,-1
"8374",-1,-1,-1,1,-1,0,-1
"8375",0,1,-1,1,-1,1,1
"8376",0,-1,-1,1,-1,1,1
"8377",1,1,-1,1,-1,1,1
"8378",0,1,-1,1,-1,1,1
"8379",-1,-1,-1,1,-1,-1,-1
"8381",-1,-1,-1,1,-1,-1,-1
"8382",-1,-1,-1,1,-1,-1,-1
"8383",-1,-1,-1,1,-1,-1,-1
"8384",0,-1,-1,1,-1,1,1
"8386",0,-1,-1,1,-1,0,1
"8387",0,1,-1,1,-1,0,1
"8388",0,1,1,-1,1,1,1
"8389",-1,1,-1,1,-1,-1,-1
"8390",1,1,-1,-1,-1,0,1
"8391",1,-1,-1,-1,1,1,1
"8392",0,1,-1,1,-1,1,1
"8393",1,1,1,-1,1,1,1
"8394",0,-1,-1,1,-1,1,1
"8395",1,1,-1,1,-1,1,1
"8398",1,1,-1,-1,-1,1,-1
"8399",1,1,1,1,1,1,1
"8401",1,1,-1,1,-1,-1,-1
"8403",0,1,-1,-1,-1,1,1
"8404",1,-1,-1,1,-1,-1,-1
"8405",1,1,1,1,-1,-1,-1
"8407",1,1,-1,1,-1,1,1
"8410",1,1,-1,1,1,1,1
"8411",0,1,-1,1,-1,1,1
"8413",1,0,-1,1,1,-1,1
"8415",0,1,1,-1,1,0,1
"8416",0,1,-1,1,-1,1,-1
"8417",1,-1,-1,-1,-1,1,1
"8418",0,1,0,1,-1,1,1
"8419",0,-1,-1,1,-1,-1,-1
"8420",0,1,1,-1,1,1,1
"8421",1,1,-1,1,-1,1,1
"8422",-1,-1,-1,1,-1,-1,-1
"8424",-1,1,-1,1,-1,-1,-1
"8425",-1,-1,-1,1,-1,0,-1
"8426",1,1,1,1,-1,1,1
"8428",0,1,-1,1,1,1,1
"8430",0,1,-1,1,-1,1,1
"8432",1,-1,-1,-1,1,1,1
"8433",0,1,1,-1,-1,1,1
"8434",0,-1,-1,1,-1,1,1
"8435",-1,1,1,-1,-1,0,-1
"8438",0,1,-1,1,-1,1,1
"8439",-1,-1,-1,0,-1,-1,-1
"8440",1,-1,-1,1,-1,1,1
"8441",-1,-1,-1,-1,-1,0,-1
"8442",0,1,1,1,-1,1,1
"8444",0,1,-1,1,-1,1,1
"8446",-1,-1,-1,1,-1,0,-1
"8447",-1,-1,-1,1,-1,-1,-1
"8448",0,-1,-1,-1,-1,-1,1
"8449",0,-1,-1,0,-1,1,1
"8451",1,-1,-1,1,-1,0,1
"8452",1,1,0,-1,1,1,1
"8453",1,1,0,1,-1,-1,1
"8454",0,1,-1,-1,-1,1,1
"8455",-1,-1,-1,1,-1,-1,-1
"8457",1,1,-1,-1,-1,1,1
"8459",-1,1,-1,0,-1,-1,-1
"8460",0,1,-1,-1,-1,-1,-1
"8461",0,1,1,-1,1,0,1
"8462",-1,-1,-1,1,-1,-1,-1
"8464",1,-1,-1,1,1,1,1
"8465",1,-1,-1,1,-1,0,1
"8469",1,1,1,1,-1,1,1
"8470",0,-1,0,1,-1,1,1
"8471",0,1,1,1,-1,1,1
"8473",-1,1,1,-1,-1,-1,-1
"8474",-1,-1,-1,1,-1,0,-1
"8475",0,1,-1,1,-1,1,1
"8476",-1,1,1,-1,-1,-1,-1
"8477",-1,1,-1,1,-1,1,-1
"8478",1,-1,-1,1,-1,1,1
"8481",0,1,-1,1,-1,0,-1
"8482",1,-1,-1,-1,1,1,1
"8483",0,1,-1,-1,-1,1,1
"8486",1,1,-1,-1,1,1,1
"8488",-1,-1,-1,1,-1,0,-1
"8491",-1,-1,-1,1,-1,-1,-1
"8493",0,-1,-1,1,-1,1,1
"8494",0,1,1,-1,-1,1,-1
"8495",1,1,-1,-1,1,-1,1
"8496",1,-1,-1,-1,-1,-1,-1
"8497",0,1,-1,-1,-1,1,-1
"8498",0,1,-1,-1,-1,1,1
"8499",0,-1,-1,-1,-1,0,-1
"8500",0,1,-1,1,-1,1,1
"8501",1,0,-1,1,-1,1,1
"8502",0,1,-1,1,-1,1,1
"8503",1,1,1,1,1,-1,1
"8504",0,1,-1,1,1,1,1
"8506",1,1,-1,1,1,1,1
"8507",1,1,1,-1,-1,-1,-1
"8508",1,-1,-1,1,-1,0,-1
"8509",1,1,1,1,1,-1,1
"8510",1,-1,-1,1,-1,0,-1
"8512",0,-1,-1,1,-1,0,-1
"8514",-1,1,1,1,-1,-1,-1
"8518",0,1,1,-1,-1,1,1
"8519",0,-1,-1,1,-1,1,1
"8521",0,1,1,1,-1,1,1
"8522",0,1,-1,1,1,1,1
"8523",1,-1,-1,-1,-1,1,1
"8525",0,1,1,0,-1,1,1
"8526",0,1,-1,-1,-1,1,1
"8527",-1,1,1,1,-1,-1,-1
"8528",-1,-1,-1,1,-1,-1,-1
"8529",-1,-1,-1,1,-1,-1,-1
"8530",1,1,-1,1,1,1,1
"8531",1,1,-1,1,-1,1,1
"8532",1,1,-1,1,-1,1,1
"8534",1,1,-1,1,-1,1,1
"8535",0,1,-1,-1,-1,1,1
"8536",-1,-1,-1,-1,-1,0,-1
"8537",0,-1,-1,1,-1,-1,1
"8538",-1,-1,-1,1,-1,-1,-1
"8541",-1,-1,-1,-1,-1,-1,-1
"8542",0,1,-1,1,-1,1,1
"8544",-1,1,-1,-1,-1,-1,-1
"8545",-1,1,1,1,-1,-1,-1
"8546",-1,-1,-1,1,-1,-1,-1
"8547",1,-1,-1,-1,-1,1,1
"8548",0,0,-1,-1,-1,1,1
"8549",1,1,-1,1,-1,1,1
"8550",0,1,-1,1,-1,1,1
"8551",0,1,1,1,-1,1,1
"8552",0,1,-1,1,-1,0,1
"8553",0,1,1,1,1,1,1
"8554",1,-1,-1,-1,1,1,1
"8555",0,1,-1,1,-1,0,-1
"8556",0,-1,-1,1,-1,1,-1
"8557",1,1,-1,1,-1,1,1
"8559",0,0,-1,1,-1,1,1
"8561",-1,1,-1,-1,-1,0,-1
"8562",0,1,-1,1,1,1,1
"8563",0,1,1,1,-1,1,1
"8564",0,1,1,-1,-1,1,1
"8565",1,1,1,-1,1,1,1
"8566",0,-1,-1,-1,-1,1,1
"8568",1,1,-1,1,-1,1,-1
"8572",0,1,-1,1,-1,1,1
"8573",0,1,1,1,-1,0,-1
"8576",-1,-1,0,1,-1,0,-1
"8578",0,1,1,-1,-1,1,1
"8581",0,1,1,-1,-1,1,1
"8582",0,1,-1,1,-1,1,1
"8584",0,1,1,1,-1,0,1
"8585",1,1,-1,1,-1,1,1
"8586",0,-1,-1,1,-1,-1,-1
"8587",0,-1,-1,1,-1,-1,-1
"8588",1,1,-1,1,1,1,1
"8589",0,1,-1,1,-1,1,1
"8591",1,1,1,-1,-1,1,1
"8593",0,-1,-1,1,-1,0,-1
"8594",-1,1,-1,-1,0,1,1
"8596",-1,1,1,-1,-1,-1,-1
"8597",-1,1,-1,1,-1,-1,-1
"8598",0,1,1,1,-1,1,1
"8599",0,1,-1,1,-1,1,-1
"8602",-1,1,1,1,-1,1,-1
"8605",0,1,-1,1,-1,1,1
"8606",1,1,-1,1,-1,1,1
"8607",-1,-1,-1,1,-1,1,-1
"8609",-1,-1,-1,1,-1,-1,-1
"8610",-1,1,1,1,-1,1,-1
"8611",0,-1,-1,1,-1,1,-1
"8612",0,1,-1,-1,-1,1,1
"8614",0,-1,-1,1,-1,1,1
"8615",1,-1,-1,0,1,1,1
"8616",0,1,-1,1,0,1,1
"8620",0,1,-1,1,-1,1,1
"8625",1,1,-1,-1,-1,1,-1
"8628",0,1,-1,-1,-1,1,1
"8629",0,1,-1,-1,-1,0,1
"8630",1,1,-1,-1,-1,0,1
"8631",0,-1,-1,1,-1,1,1
"8632",0,-1,-1,-1,-1,0,-1
"8633",0,-1,-1,-1,-1,1,1
"8634",0,1,-1,1,-1,-1,1
"8636",1,1,-1,1,-1,1,1
"8639",0,1,-1,1,-1,-1,1
"8641",0,-1,-1,-1,-1,1,1
"8642",0,1,1,-1,1,1,1
"8643",0,-1,-1,1,-1,0,-1
"8645",0,-1,-1,1,-1,1,-1
"8647",1,1,1,1,-1,1,1
"8649",0,1,-1,1,-1,1,1
"8651",0,-1,-1,-1,-1,0,-1
"8653",1,-1,-1,1,-1,1,1
"8654",-1,1,-1,1,-1,0,-1
"8655",0,1,-1,-1,-1,1,1
"8658",0,1,-1,1,-1,1,1
"8659",-1,-1,-1,-1,-1,1,-1
"8660",1,-1,-1,1,1,-1,1
"8661",0,-1,-1,1,1,1,1
"8662",1,1,-1,1,-1,1,1
"8664",0,-1,-1,1,-1,1,1
"8667",1,1,1,1,-1,1,1
"8668",0,1,-1,1,-1,1,1
"8669",0,1,1,-1,-1,0,1
"8671",1,-1,-1,-1,1,1,1
"8672",0,-1,-1,-1,-1,1,1
"8673",0,1,-1,1,-1,0,1
"8675",1,1,-1,-1,-1,1,1
"8676",0,1,-1,1,-1,0,1
"8677",1,1,1,1,-1,1,1
"8678",1,1,-1,1,1,1,1
"8679",1,1,1,1,-1,1,1
"8680",0,-1,-1,1,-1,-1,1
"8681",0,1,-1,-1,-1,1,1
"8685",0,1,1,-1,-1,0,1
"8687",1,1,-1,1,-1,1,1
"8690",1,1,-1,-1,1,1,1
"8691",1,1,-1,1,-1,1,1
"8692",0,-1,-1,1,1,-1,1
"8693",1,1,1,1,-1,1,1
"8694",1,1,1,-1,1,0,1
"8695",0,-1,-1,1,-1,0,-1
"8697",0,1,-1,-1,-1,1,1
"8699",-1,-1,1,-1,-1,-1,-1
"8701",1,1,-1,1,-1,1,1
"8704",0,-1,-1,1,-1,0,-1
"8706",0,1,-1,1,-1,0,1
"8707",0,1,-1,1,1,1,1
"8708",1,-1,-1,1,-1,-1,-1
"8710",0,1,1,1,-1,1,1
"8712",-1,-1,-1,1,-1,0,-1
"8714",0,-1,-1,-1,-1,1,1
"8715",1,-1,-1,1,1,1,1
"8716",1,1,-1,1,-1,1,1
"8719",-1,-1,-1,1,-1,-1,-1
"8720",0,0,-1,1,-1,0,-1
"8721",1,1,-1,1,1,1,1
"8722",0,1,-1,1,0,0,-1
"8723",0,1,-1,1,-1,1,1
"8724",1,1,-1,1,1,1,1
"8725",1,-1,-1,1,1,1,1
"8727",-1,-1,-1,-1,-1,-1,-1
"8728",-1,1,-1,1,-1,-1,-1
"8729",-1,1,-1,1,-1,1,-1
"8730",0,-1,-1,1,-1,1,1
"8732",1,1,-1,1,1,1,1
"8734",1,-1,-1,-1,-1,1,1
"8735",-1,-1,-1,-1,-1,-1,-1
"8736",0,0,-1,1,1,1,1
"8737",-1,1,-1,-1,-1,0,-1
"8740",-1,1,-1,1,-1,1,-1
"8741",0,1,-1,1,1,1,1
"8742",1,-1,-1,1,-1,-1,1
"8743",-1,-1,-1,-1,-1,0,-1
"8746",-1,-1,-1,-1,-1,-1,-1
"8748",-1,1,1,1,-1,-1,-1
"8749",1,1,1,1,1,1,1
"8750",0,1,1,1,-1,1,1
"8751",0,-1,-1,1,-1,1,-1
"8752",0,1,-1,-1,-1,0,-1
"8757",-1,1,-1,-1,-1,0,-1
"8759",1,1,-1,1,1,1,1
"8760",0,1,-1,1,-1,0,-1
"8761",0,1,-1,1,-1,1,1
"8762",-1,-1,-1,1,-1,0,-1
"8764",0,0,-1,-1,-1,0,-1
"8768",0,1,-1,-1,-1,1,-1
"8769",1,0,1,1,1,-1,1
"8770",-1,1,-1,-1,-1,0,-1
"8771",0,1,-1,1,-1,1,1
"8772",0,1,-1,1,-1,0,-1
"8773",-1,1,1,1,-1,-1,-1
"8774",-1,1,-1,1,-1,-1,-1
"8776",0,-1,-1,1,-1,1,1
"8778",1,1,-1,1,-1,1,1
"8779",0,1,-1,1,-1,1,1
"8781",0,1,1,-1,-1,1,1
"8782",1,-1,-1,1,1,0,1
"8783",0,1,-1,1,-1,1,1
"8785",-1,1,-1,1,-1,-1,-1
"8787",0,-1,-1,1,-1,1,-1
"8788",0,1,-1,1,-1,1,-1
"8789",1,1,-1,1,1,1,1
"8790",1,1,-1,-1,1,-1,1
"8794",1,-1,-1,1,1,-1,1
"8795",-1,-1,-1,1,-1,0,-1
"8798",0,-1,1,1,-1,1,1
"8800",0,-1,-1,1,-1,1,1
"8802",0,1,1,1,-1,1,1
"8803",-1,1,1,1,-1,0,-1
"8804",0,1,1,-1,-1,1,1
"8805",-1,-1,-1,1,-1,1,-1
"8808",0,1,-1,1,-1,0,-1
"8809",0,-1,-1,1,-1,1,-1
"8811",-1,-1,-1,-1,-1,0,-1
"8813",0,1,1,1,0,0,-1
"8814",-1,1,-1,-1,-1,1,1
"8815",0,1,-1,1,-1,1,1
"8816",0,-1,-1,1,-1,1,1
"8817",-1,-1,-1,1,-1,-1,-1
"8819",-1,1,-1,1,-1,1,-1
"8821",-1,1,1,1,-1,-1,-1
"8822",1,1,-1,1,-1,1,1
"8823",0,1,-1,1,-1,1,-1
"8825",0,-1,-1,1,-1,1,-1
"8826",-1,-1,-1,1,-1,1,-1
"8827",0,-1,0,-1,-1,-1,1
"8828",-1,-1,1,1,-1,-1,-1
"8829",-1,-1,-1,1,-1,0,-1
"8834",0,1,-1,1,-1,1,1
"8835",-1,-1,-1,-1,-1,0,-1
"8836",-1,-1,-1,1,-1,-1,-1
"8837",-1,-1,-1,-1,-1,-1,-1
"8838",0,-1,-1,-1,0,1,-1
"8839",-1,-1,0,1,-1,0,-1
"8840",0,-1,-1,1,-1,1,1
"8841",-1,-1,-1,1,-1,0,-1
"8843",-1,1,1,1,-1,-1,-1
"8844",-1,-1,-1,1,-1,-1,-1
"8845",0,-1,-1,1,-1,1,1
"8846",0,1,-1,1,-1,1,1
"8847",-1,-1,-1,1,-1,-1,-1
"8849",-1,1,-1,1,-1,-1,-1
"8852",0,1,-1,1,-1,1,-1
"8853",1,1,-1,1,-1,1,1
"8855",-1,1,-1,1,-1,1,-1
"8856",0,1,-1,1,0,1,1
"8859",0,1,1,1,-1,1,1
"8860",1,1,-1,-1,1,1,1
"8861",0,1,-1,1,-1,1,1
"8863",0,1,-1,1,-1,1,1
"8864",0,-1,1,0,-1,-1,1
"8866",-1,1,1,1,-1,-1,-1
"8867",-1,-1,-1,1,-1,-1,-1
"8871",-1,-1,-1,1,-1,-1,-1
"8874",-1,-1,-1,-1,-1,-1,-1
"8875",-1,1,1,-1,-1,0,-1
"8877",0,1,-1,1,1,1,1
"8879",0,1,-1,1,-1,1,1
"8880",-1,1,-1,1,-1,0,-1
"8881",-1,-1,-1,1,-1,-1,-1
"8883",1,1,-1,-1,-1,1,1
"8884",-1,1,-1,1,-1,-1,-1
"8885",0,1,-1,1,-1,1,-1
"8886",0,-1,-1,1,-1,1,1
"8889",-1,1,-1,1,-1,1,-1
"8891",0,1,1,1,-1,1,1
"8893",1,-1,-1,1,-1,1,1
"8894",0,1,-1,-1,-1,0,-1
"8895",0,1,-1,1,-1,1,1
"8896",1,-1,-1,1,-1,0,1
"8898",-1,-1,-1,1,-1,-1,-1
"8899",0,-1,-1,1,-1,1,1
"8901",-1,1,-1,1,-1,-1,-1
"8903",1,1,-1,1,-1,0,1
"8904",-1,1,-1,1,-1,-1,-1
"8906",-1,-1,-1,1,-1,-1,-1
"8909",-1,-1,-1,1,-1,0,-1
"8910",-1,-1,-1,1,-1,0,-1
"8911",-1,-1,-1,1,-1,-1,-1
"8912",-1,-1,-1,1,-1,-1,-1
"8914",0,1,1,1,-1,1,1
"8916",-1,1,-1,1,-1,-1,-1
"8918",0,-1,-1,1,-1,1,1
"8919",-1,1,1,-1,-1,1,-1
"8920",0,-1,-1,1,-1,1,1
"8922",0,-1,-1,1,-1,1,1
"8923",0,1,-1,1,-1,1,1
"8925",0,1,-1,1,1,0,1
"8926",0,-1,-1,-1,-1,0,-1
"8927",-1,1,1,-1,-1,-1,-1
"8932",-1,-1,-1,-1,-1,0,-1
"8933",1,-1,-1,1,1,1,1
"8934",0,1,-1,1,-1,0,1
"8935",0,1,-1,1,-1,0,-1
"8936",0,1,-1,1,-1,1,1
"8938",0,1,-1,1,-1,0,1
"8939",0,-1,-1,1,-1,1,1
"8940",0,-1,-1,1,-1,1,1
"8941",0,1,-1,1,-1,0,1
"8942",0,1,1,1,1,0,1
"8944",0,1,-1,1,-1,1,1
"8945",0,1,-1,0,-1,1,1
"8947",0,1,-1,1,-1,1,1
"8948",0,1,-1,1,-1,1,1
"8950",1,-1,-1,1,-1,1,1
"8951",1,1,-1,-1,-1,1,1
"8952",-1,-1,-1,-1,-1,-1,-1
"8954",0,1,1,1,-1,1,1
"8955",-1,-1,-1,-1,-1,0,-1
"8956",0,1,1,1,-1,0,-1
"8957",-1,-1,-1,1,-1,-1,-1
"8958",0,-1,-1,1,-1,-1,1
"8961",0,-1,-1,1,1,1,1
"8962",1,1,1,1,-1,1,1
"8964",-1,-1,-1,1,-1,-1,-1
"8965",0,-1,-1,1,-1,1,-1
"8966",-1,-1,-1,1,-1,-1,-1
"8967",1,-1,-1,1,0,1,1
"8968",-1,-1,-1,1,-1,-1,-1
"8970",-1,-1,-1,1,-1,-1,-1
"8974",0,1,1,1,1,-1,1
"8975",0,-1,-1,-1,-1,-1,-1
"8976",0,1,-1,1,-1,0,-1
"8980",1,1,-1,1,-1,1,1
"8981",0,1,-1,1,-1,0,1
"8982",0,-1,-1,1,-1,1,-1
"8983",0,1,-1,1,-1,1,1
"8984",0,1,-1,-1,-1,1,1
"8987",-1,1,0,1,-1,0,-1
"8989",-1,1,0,1,-1,-1,-1
"8990",0,1,-1,1,-1,-1,1
"8992",1,-1,-1,-1,1,0,1
"8994",-1,1,-1,1,-1,-1,-1
"8997",-1,1,-1,-1,-1,-1,-1
"8998",1,-1,-1,1,-1,1,1
"9000",-1,1,-1,-1,-1,1,-1
"9001",-1,1,-1,1,-1,0,-1
"9002",0,1,1,1,-1,1,1
"9003",-1,0,-1,1,-1,0,-1
"9004",-1,1,-1,1,-1,-1,-1
"9007",0,1,-1,1,0,1,1
"9009",1,-1,-1,1,-1,1,1
"9010",1,1,1,1,-1,1,1
"9011",-1,1,-1,1,-1,-1,-1
"9012",1,1,-1,1,1,1,1
"9013",0,-1,-1,1,-1,1,1
"9014",1,-1,-1,1,-1,-1,1
"9015",0,-1,-1,1,-1,-1,1
"9016",0,-1,-1,1,-1,1,-1
"9018",1,1,1,1,-1,1,1
"9020",0,1,-1,-1,-1,1,1
"9021",-1,1,1,1,-1,-1,-1
"9022",0,1,1,1,-1,0,1
"9023",0,1,-1,1,-1,1,1
"9026",-1,1,1,1,-1,-1,-1
"9030",0,1,-1,-1,-1,1,1
"9031",0,-1,-1,1,-1,0,-1
"9033",-1,-1,-1,-1,-1,-1,-1
"9034",0,1,-1,1,-1,0,-1
"9035",1,1,-1,1,-1,1,1
"9036",-1,-1,-1,1,-1,-1,-1
"9037",0,1,-1,-1,-1,1,1
"9038",0,1,1,1,-1,1,1
"9039",0,1,-1,1,-1,1,1
"9040",-1,-1,0,1,-1,0,-1
"9042",-1,1,1,-1,-1,0,-1
"9043",1,1,-1,0,-1,1,1
"9045",0,1,1,-1,-1,1,1
"9046",0,1,-1,1,-1,1,-1
"9047",1,1,-1,1,1,0,1
"9048",0,1,-1,1,-1,1,-1
"9049",0,1,-1,1,1,1,1
"9050",0,1,-1,1,-1,1,1
"9051",0,1,-1,1,-1,0,-1
"9052",-1,1,-1,1,-1,0,-1
"9053",0,-1,0,1,0,0,1
"9055",0,-1,-1,1,-1,0,-1
"9056",1,-1,-1,1,1,1,1
"9057",0,1,1,1,-1,0,1
"9058",1,-1,-1,1,1,1,1
"9059",0,1,1,1,-1,-1,-1
"9061",0,0,1,-1,-1,0,-1
"9062",-1,1,1,-1,-1,-1,-1
"9063",-1,0,-1,1,-1,-1,-1
"9066",0,-1,-1,1,-1,1,1
"9067",0,-1,-1,1,-1,-1,1
"9072",0,1,0,1,-1,1,1
"9073",-1,1,-1,-1,-1,0,-1
"9075",0,1,-1,1,-1,0,-1
"9076",1,1,1,1,1,1,1
"9077",0,1,-1,1,-1,0,-1
"9078",1,-1,-1,0,1,1,1
"9079",1,1,1,-1,1,1,1
"9080",0,-1,-1,1,-1,-1,1
"9081",-1,1,-1,-1,-1,1,-1
"9082",0,-1,-1,1,-1,1,1
"9083",0,-1,-1,1,-1,1,-1
"9084",0,-1,-1,1,0,1,1
"9086",1,1,-1,0,-1,1,1
"9087",1,1,-1,1,-1,1,1
"9088",1,-1,-1,1,1,1,1
"9089",-1,1,1,-1,-1,-1,-1
"9090",-1,1,-1,1,-1,-1,-1
"9091",0,1,-1,1,-1,1,1
"9092",0,1,1,0,-1,1,1
"9093",0,-1,-1,-1,-1,0,-1
"9094",0,1,1,1,-1,1,1
"9095",0,1,-1,-1,-1,1,1
"9096",0,1,-1,1,-1,1,1
"9098",0,-1,-1,1,-1,1,1
"9100",-1,-1,-1,-1,-1,1,-1
"9103",0,-1,-1,1,-1,1,-1
"9104",0,1,-1,1,-1,-1,-1
"9105",0,1,-1,-1,-1,1,1
"9107",0,-1,1,-1,-1,-1,1
"9108",-1,-1,-1,1,-1,0,-1
"9109",1,1,-1,1,1,1,1
"9110",0,1,-1,1,-1,1,1
"9111",0,1,-1,1,-1,0,-1
"9112",-1,1,-1,1,-1,-1,-1
"9113",0,1,-1,1,-1,1,1
"9114",0,1,-1,1,-1,0,-1
"9116",0,-1,-1,-1,-1,1,-1
"9117",1,1,-1,-1,-1,1,1
"9118",-1,-1,-1,1,-1,0,-1
"9119",0,1,-1,-1,-1,0,-1
"9121",-1,1,-1,1,-1,-1,-1
"9122",1,1,1,1,-1,1,1
"9124",1,1,-1,1,1,1,1
"9125",-1,1,1,1,-1,0,-1
"9127",-1,-1,-1,1,-1,-1,-1
"9128",-1,1,-1,1,-1,1,-1
"9129",0,1,-1,1,-1,1,1
"9130",0,1,1,1,-1,1,1
"9131",-1,-1,-1,-1,-1,-1,-1
"9132",-1,1,-1,1,-1,-1,-1
"9133",-1,-1,-1,1,-1,-1,-1
"9134",-1,-1,-1,1,-1,-1,-1
"9135",0,1,-1,1,-1,1,1
"9137",0,-1,-1,1,-1,1,1
"9139",0,1,-1,-1,1,1,1
"9140",1,1,-1,1,1,1,1
"9141",0,1,-1,1,-1,1,1
"9143",0,-1,-1,0,-1,1,-1
"9144",0,1,-1,1,-1,1,1
"9145",-1,1,-1,1,-1,-1,-1
"9146",1,-1,1,1,-1,-1,1
"9148",-1,1,1,1,-1,-1,-1
"9149",-1,1,-1,1,-1,-1,-1
"9150",0,-1,-1,1,-1,1,1
"9151",-1,-1,-1,1,-1,-1,-1
"9152",-1,1,-1,1,-1,-1,-1
"9155",-1,1,1,1,-1,-1,-1
"9157",0,-1,-1,1,-1,1,1
"9158",0,1,-1,0,-1,1,1
"9159",0,1,-1,1,-1,0,-1
"9160",0,-1,-1,1,-1,-1,1
"9163",1,1,-1,1,-1,1,1
"9164",-1,-1,-1,1,-1,-1,-1
"9167",0,1,-1,1,-1,0,1
"9171",0,-1,-1,1,-1,-1,-1
"9172",0,1,-1,-1,-1,1,1
"9173",-1,-1,-1,1,-1,-1,-1
"9174",-1,-1,0,1,-1,0,-1
"9175",0,-1,-1,1,-1,0,1
"9176",1,1,-1,1,1,1,1
"9179",1,1,-1,1,-1,1,1
"9180",-1,-1,-1,1,-1,-1,-1
"9183",-1,-1,-1,0,-1,-1,-1
"9184",-1,-1,-1,-1,-1,-1,-1
"9188",1,1,1,1,1,1,1
"9189",-1,1,1,-1,-1,1,-1
"9190",1,-1,-1,1,-1,1,1
"9192",-1,-1,-1,-1,-1,-1,-1
"9193",0,-1,-1,1,-1,-1,-1
"9194",0,1,-1,1,-1,-1,-1
"9196",0,1,-1,1,-1,1,1
"9197",0,-1,-1,1,-1,1,1
"9198",1,1,-1,1,0,1,1
"9199",-1,-1,-1,-1,-1,-1,-1
"9201",0,1,0,-1,-1,1,1
"9202",-1,1,-1,1,-1,1,-1
"9203",0,1,-1,1,-1,0,-1
"9204",-1,-1,-1,-1,-1,1,-1
"9205",0,0,-1,1,1,1,1
"9207",0,-1,-1,1,-1,1,-1
"9208",0,1,-1,-1,-1,1,1
"9209",0,1,-1,1,-1,1,1
"9210",0,-1,-1,1,-1,1,-1
"9211",0,1,-1,1,-1,1,1
"9212",-1,-1,1,1,-1,0,-1
"9213",0,1,1,1,1,1,1
"9214",0,1,-1,1,-1,1,1
"9216",0,1,-1,1,-1,1,-1
"9218",0,1,-1,1,-1,1,1
"9219",-1,1,0,1,-1,1,-1
"9220",1,1,-1,1,1,1,1
"9221",-1,-1,0,1,-1,0,-1
"9222",-1,-1,-1,1,-1,-1,-1
"9225",-1,-1,-1,1,-1,0,-1
"9226",0,-1,-1,1,-1,-1,1
"9228",0,1,-1,1,-1,1,1
"9231",1,-1,-1,1,-1,1,1
"9232",0,-1,-1,1,-1,1,1
"9233",-1,1,1,-1,-1,0,-1
"9234",1,-1,-1,1,1,1,1
"9235",1,-1,-1,1,-1,-1,1
"9236",1,1,-1,1,-1,0,1
"9239",0,1,-1,1,-1,0,1
"9240",0,-1,1,1,-1,0,-1
"9241",-1,-1,-1,-1,-1,0,-1
"9244",1,-1,-1,1,-1,1,1
"9246",1,1,-1,1,-1,1,1
"9247",0,1,1,1,-1,1,1
"9248",0,1,1,-1,-1,1,1
"9249",0,1,-1,1,1,1,1
"9250",0,1,0,1,-1,0,-1
"9251",-1,-1,0,-1,-1,-1,-1
"9252",-1,1,-1,1,-1,-1,-1
"9255",0,1,-1,1,-1,1,1
"9257",0,1,-1,1,-1,1,1
"9258",-1,-1,-1,1,-1,0,-1
"9259",1,1,1,-1,1,1,1
"9260",-1,-1,-1,1,-1,-1,-1
"9262",-1,-1,-1,1,-1,0,-1
"9263",1,1,-1,1,-1,1,1
"9265",0,-1,1,1,-1,0,-1
"9266",1,1,1,1,-1,1,1
"9267",1,1,-1,1,1,1,1
"9269",-1,1,-1,1,-1,-1,-1
"9270",-1,-1,-1,1,-1,-1,-1
"9271",-1,-1,-1,1,-1,0,-1
"9272",1,-1,-1,1,-1,-1,1
"9273",0,1,-1,1,-1,0,-1
