"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","having_IP_address","Result"
"6089",-1,-1,-1,1,-1,1,-1,-1
"6094",0,1,-1,1,-1,-1,1,1
"6109",-1,1,-1,1,-1,1,-1,-1
"6113",-1,1,-1,1,-1,1,1,-1
"6116",0,1,-1,1,-1,1,1,1
"6117",-1,1,-1,1,-1,1,1,-1
"6118",0,-1,-1,1,-1,0,-1,1
"6120",0,1,-1,-1,1,1,-1,1
"6121",1,1,-1,1,1,1,1,1
"6129",-1,1,1,1,-1,1,1,-1
"6131",0,-1,-1,1,-1,-1,-1,1
"6132",-1,-1,-1,1,-1,0,-1,-1
"6135",0,-1,-1,1,-1,1,1,1
"6136",-1,1,1,1,-1,0,-1,-1
"6137",-1,1,-1,1,0,0,-1,-1
"6139",0,1,-1,1,-1,0,-1,1
"6140",0,1,-1,1,-1,0,1,-1
"6142",1,1,1,1,-1,1,-1,1
"6143",0,1,-1,1,-1,-1,1,1
"6150",-1,-1,1,1,-1,0,-1,-1
"6153",0,1,-1,-1,-1,1,1,1
"6155",-1,-1,0,1,-1,0,-1,-1
"6169",1,1,1,1,1,1,-1,1
"6176",0,1,-1,1,-1,1,0,1
"6177",0,1,-1,1,-1,-1,1,1
"6178",0,-1,-1,1,-1,-1,1,1
"6180",-1,-1,-1,-1,-1,0,-1,-1
"6183",-1,1,-1,1,-1,0,-1,-1
"6187",-1,-1,-1,-1,-1,0,1,-1
"6190",0,1,-1,1,-1,1,-1,1
"6200",-1,1,1,1,-1,0,-1,-1
"6201",1,1,-1,1,1,0,-1,1
"6204",0,1,1,1,-1,-1,1,1
"6208",-1,-1,-1,1,-1,0,1,-1
"6219",-1,1,1,1,-1,0,-1,-1
"6222",-1,-1,-1,-1,-1,-1,1,-1
"6224",0,-1,-1,1,-1,0,-1,1
"6227",1,1,-1,1,-1,1,1,1
"6231",0,1,-1,1,-1,-1,1,-1
"6233",-1,1,-1,1,-1,-1,-1,-1
"6243",-1,-1,-1,1,-1,0,1,-1
"6247",1,1,1,1,-1,1,1,1
"6248",1,1,-1,1,1,1,1,1
"6249",1,1,-1,1,-1,-1,1,1
"6254",0,1,-1,1,-1,0,-1,-1
"6258",-1,-1,-1,-1,-1,0,-1,-1
"6268",-1,-1,-1,-1,-1,0,-1,-1
"6276",0,1,-1,-1,-1,0,-1,-1
"6279",0,-1,1,-1,1,1,-1,1
"6282",0,1,-1,1,-1,0,-1,-1
"6284",-1,1,-1,1,-1,1,-1,-1
"6285",0,1,-1,1,-1,0,1,1
"6287",-1,1,-1,1,-1,1,-1,-1
"6290",1,1,-1,1,1,1,0,1
"6292",-1,0,-1,-1,-1,0,-1,-1
"6293",1,1,-1,1,0,1,1,1
"6294",0,1,1,1,-1,1,-1,-1
"6295",-1,1,1,1,-1,0,1,-1
"6311",-1,-1,-1,1,-1,1,-1,-1
"6315",0,1,1,1,-1,1,1,1
"6316",0,-1,-1,1,-1,-1,-1,-1
"6321",-1,1,-1,1,-1,0,-1,-1
"6325",-1,-1,-1,1,-1,0,-1,-1
"6329",0,1,1,1,-1,-1,0,1
"6334",0,1,-1,-1,-1,0,1,1
"6335",1,1,-1,1,1,-1,1,1
"6343",0,1,-1,1,-1,1,-1,1
"6347",0,1,-1,1,-1,0,-1,-1
"6355",-1,-1,-1,1,-1,0,-1,-1
"6356",0,1,-1,1,-1,-1,1,-1
"6362",0,1,-1,1,-1,0,1,-1
"6365",0,-1,-1,1,-1,0,-1,-1
"6370",0,-1,-1,1,-1,0,-1,1
"6371",0,1,-1,1,-1,0,-1,-1
"6372",0,1,-1,1,-1,-1,1,-1
"6373",0,-1,-1,1,-1,1,-1,1
"6374",-1,-1,-1,1,-1,-1,0,-1
"6376",-1,1,1,1,-1,-1,-1,-1
"6381",-1,1,1,1,-1,1,-1,-1
"6385",-1,1,1,1,-1,0,-1,-1
"6387",1,-1,-1,1,1,1,1,1
"6394",0,1,1,1,1,0,1,1
"6397",0,1,-1,0,-1,1,-1,1
"6399",1,1,-1,1,-1,0,1,1
"6400",0,1,-1,1,-1,1,1,1
"6404",0,1,1,1,-1,0,1,1
"6406",0,1,-1,1,-1,0,1,-1
"6420",1,0,1,1,-1,0,1,1
"6432",0,1,-1,1,-1,1,-1,1
"6435",1,1,1,1,-1,0,1,1
"6437",1,1,-1,1,1,1,-1,1
"6439",1,1,-1,1,-1,1,1,1
"6440",-1,1,-1,1,-1,0,1,-1
"6443",1,1,-1,1,-1,1,-1,1
"6444",0,-1,-1,1,-1,0,1,-1
"6446",0,-1,-1,1,-1,1,-1,-1
"6448",0,-1,-1,1,-1,0,1,-1
"6451",0,1,-1,1,-1,0,-1,-1
"6460",-1,1,1,1,-1,0,-1,-1
"6470",1,1,-1,1,-1,1,1,1
"6474",-1,-1,-1,1,-1,0,1,-1
"6476",0,-1,-1,1,-1,1,-1,1
"6484",0,-1,-1,-1,0,0,1,-1
"6485",0,1,-1,1,-1,0,-1,-1
"6487",1,1,-1,0,1,-1,1,1
"6489",0,1,-1,1,-1,0,1,1
"6497",-1,-1,-1,-1,-1,1,-1,-1
"6500",0,1,-1,1,-1,-1,1,1
"6501",0,-1,-1,1,-1,-1,1,1
"6504",1,-1,-1,1,-1,1,-1,1
"6505",-1,1,-1,-1,-1,0,-1,-1
"6512",1,1,-1,0,-1,1,1,1
"6518",-1,-1,-1,1,-1,1,-1,-1
"6521",1,-1,-1,1,-1,1,-1,1
"6522",0,0,-1,1,-1,0,-1,-1
"6528",-1,-1,-1,-1,-1,1,-1,-1
"6536",-1,1,-1,1,-1,0,-1,-1
"6538",0,-1,-1,1,-1,0,-1,-1
"6539",1,1,-1,-1,1,1,1,1
"6541",0,1,-1,1,-1,0,1,-1
"6544",1,-1,-1,1,-1,1,1,1
"6550",-1,1,-1,1,-1,0,-1,-1
"6552",-1,1,-1,1,-1,0,1,-1
"6553",0,1,-1,1,-1,0,1,1
"6555",1,1,-1,1,-1,0,1,1
"6558",0,1,-1,1,1,1,-1,1
"6559",0,-1,-1,1,-1,1,1,1
"6566",1,-1,-1,1,1,1,1,1
"6567",0,-1,-1,1,-1,-1,-1,1
"6571",0,1,-1,-1,-1,-1,-1,1
"6579",1,-1,-1,1,-1,1,0,1
"6587",1,-1,-1,1,-1,0,1,1
"6588",-1,-1,-1,1,-1,0,1,-1
"6589",0,1,-1,1,-1,1,-1,1
"6590",-1,1,-1,-1,-1,1,-1,-1
"6594",0,1,-1,1,-1,0,-1,-1
"6596",0,1,-1,1,-1,1,1,1
"6601",0,1,-1,1,1,0,-1,1
"6602",-1,-1,-1,1,-1,0,0,-1
"6610",1,-1,-1,1,-1,0,-1,-1
"6613",-1,1,0,1,-1,0,1,-1
"6621",1,-1,0,1,-1,-1,1,1
"6622",0,-1,-1,1,-1,0,-1,-1
"6624",-1,1,-1,1,-1,1,1,-1
"6628",1,1,-1,-1,-1,1,1,1
"6631",0,-1,-1,1,-1,1,1,-1
"6643",-1,-1,1,1,-1,1,1,-1
"6649",-1,1,-1,-1,-1,0,-1,-1
"6653",1,1,-1,-1,-1,1,-1,1
"6654",0,-1,-1,1,-1,0,1,1
"6655",1,-1,-1,-1,-1,1,-1,1
"6657",-1,1,-1,-1,-1,0,-1,-1
"6659",0,-1,-1,1,-1,0,-1,-1
"6668",1,1,1,-1,-1,0,-1,1
"6684",0,-1,-1,1,-1,0,-1,-1
"6688",0,1,-1,1,-1,0,1,1
"6690",0,1,1,-1,1,0,-1,1
"6691",-1,-1,-1,1,-1,1,-1,-1
"6694",-1,-1,-1,-1,-1,0,-1,-1
"6697",1,1,-1,1,1,1,1,1
"6698",-1,-1,-1,-1,-1,0,-1,-1
"6701",0,-1,-1,1,-1,0,1,-1
"6706",1,-1,-1,1,-1,1,1,1
"6709",-1,-1,-1,1,-1,0,1,-1
"6717",1,1,-1,1,0,0,1,1
"6721",0,1,-1,1,-1,0,-1,1
"6723",1,1,-1,1,1,1,-1,1
"6736",1,1,1,-1,-1,1,1,1
"6743",-1,-1,-1,-1,-1,0,-1,-1
"6747",0,-1,-1,1,-1,1,1,-1
"6749",0,1,-1,1,-1,1,-1,1
"6752",0,1,-1,1,-1,0,-1,1
"6757",0,1,-1,1,-1,1,-1,-1
"6761",0,1,-1,1,-1,0,-1,-1
"6769",0,1,-1,1,-1,1,-1,1
"6771",1,-1,-1,-1,-1,1,-1,1
"6772",0,1,-1,1,-1,1,-1,1
"6776",-1,1,-1,1,0,0,-1,-1
"6777",1,1,-1,1,-1,1,1,1
"6778",0,1,-1,1,-1,1,1,1
"6780",0,1,-1,1,1,0,1,1
"6786",0,1,1,1,-1,1,1,1
"6791",1,1,-1,1,1,1,1,1
"6797",-1,1,1,1,-1,-1,-1,-1
"6800",0,1,-1,1,-1,-1,-1,-1
"6804",1,1,-1,1,1,1,0,1
"6807",-1,-1,-1,1,-1,1,1,-1
"6814",0,1,-1,1,-1,1,1,1
"6818",-1,-1,-1,-1,-1,1,-1,-1
"6823",0,1,-1,-1,-1,1,-1,1
"6828",0,-1,0,1,1,0,1,1
"6831",0,-1,-1,1,-1,1,1,1
"6837",-1,-1,-1,1,-1,-1,0,-1
"6842",1,1,-1,1,-1,1,1,1
"6843",1,1,-1,1,1,1,1,1
"6846",-1,-1,-1,1,-1,-1,1,-1
"6852",-1,-1,1,1,-1,-1,-1,-1
"6854",1,1,-1,1,-1,1,-1,1
"6860",0,-1,-1,1,-1,1,-1,1
"6861",-1,1,1,-1,-1,1,-1,-1
"6863",-1,-1,-1,1,-1,1,1,-1
"6868",0,1,1,1,-1,1,-1,1
"6869",0,1,-1,1,-1,0,1,1
"6872",0,1,-1,1,-1,1,1,1
"6877",0,1,-1,1,-1,0,1,-1
"6878",0,-1,-1,1,-1,0,-1,1
"6889",-1,1,-1,1,-1,0,1,-1
"6893",0,-1,-1,1,-1,0,1,-1
"6895",0,1,-1,1,1,-1,1,1
"6902",0,1,-1,1,1,1,1,1
"6911",0,1,-1,1,-1,-1,1,1
"6912",1,-1,-1,1,-1,1,-1,1
"6919",-1,1,-1,1,-1,1,-1,-1
"6920",0,0,-1,-1,-1,1,1,1
"6921",0,-1,-1,1,-1,-1,1,1
"6922",1,-1,-1,1,-1,1,-1,-1
"6923",1,-1,-1,1,1,1,1,1
"6926",1,-1,-1,1,-1,-1,1,1
"6927",0,1,-1,1,-1,-1,1,1
"6930",1,1,-1,-1,1,1,-1,1
"6937",-1,-1,-1,1,-1,0,1,-1
"6938",-1,-1,-1,1,-1,0,-1,-1
"6941",-1,-1,-1,1,-1,0,-1,-1
"6942",0,1,-1,1,-1,-1,-1,1
"6944",-1,-1,-1,1,-1,1,-1,-1
"6947",1,-1,-1,1,-1,1,1,1
"6949",1,1,-1,1,-1,0,-1,1
"6950",-1,1,-1,1,-1,0,1,-1
"6951",-1,-1,1,-1,-1,0,-1,-1
"6955",-1,-1,-1,1,-1,0,-1,-1
"6957",0,1,1,1,-1,1,1,1
"6962",0,1,-1,1,-1,-1,1,1
"6971",0,1,-1,1,-1,1,1,1
"6972",0,1,-1,-1,-1,1,1,1
"6973",-1,-1,-1,1,-1,0,-1,-1
"6976",0,-1,-1,1,-1,0,-1,-1
"6978",-1,-1,1,1,-1,0,1,-1
"6983",0,-1,-1,1,-1,0,-1,-1
"6984",1,1,-1,1,-1,0,-1,1
"6987",1,1,-1,1,-1,1,1,1
"6992",1,1,-1,1,-1,1,1,1
"6999",0,1,-1,1,-1,1,-1,1
"7000",0,1,-1,1,-1,0,-1,-1
"7011",0,-1,-1,1,-1,0,1,-1
"7013",0,1,1,-1,-1,-1,-1,1
"7019",0,1,-1,1,-1,1,-1,1
"7022",-1,-1,-1,-1,0,0,-1,-1
"7025",-1,1,-1,-1,-1,0,1,-1
"7034",0,-1,-1,-1,-1,-1,1,1
"7036",0,1,1,-1,-1,0,1,1
"7039",-1,-1,-1,1,-1,0,-1,-1
"7043",0,1,-1,1,-1,0,1,1
"7047",1,1,-1,1,1,-1,1,1
"7049",0,1,1,1,-1,1,1,1
"7058",0,-1,-1,1,-1,1,-1,-1
"7059",-1,-1,-1,1,-1,0,1,-1
"7062",0,1,-1,-1,-1,0,1,1
"7069",1,-1,-1,-1,1,1,1,1
"7070",0,-1,1,1,-1,1,1,1
"7071",1,1,-1,1,1,0,1,1
"7073",0,-1,-1,1,-1,-1,-1,1
"7077",1,-1,-1,1,-1,-1,-1,1
"7081",0,-1,-1,1,-1,1,1,1
"7082",0,1,-1,1,-1,1,1,-1
"7085",0,1,1,1,-1,1,-1,-1
"7086",-1,-1,-1,1,-1,0,-1,-1
"7091",1,1,1,-1,1,0,1,1
"7093",1,1,-1,1,-1,0,1,1
"7096",0,1,-1,1,-1,1,1,1
"7102",1,1,-1,1,1,-1,1,1
"7104",0,1,-1,1,-1,0,1,-1
"7106",1,1,-1,1,-1,1,-1,1
"7108",1,-1,-1,-1,-1,1,1,1
"7110",0,1,-1,1,-1,1,1,1
"7111",1,1,1,1,1,-1,-1,1
"7118",1,-1,-1,1,1,0,-1,1
"7120",0,1,-1,1,-1,-1,-1,1
"7125",0,-1,-1,1,1,0,1,1
"7128",0,1,1,-1,-1,0,1,1
"7130",0,1,-1,1,-1,-1,1,1
"7134",0,-1,-1,1,-1,0,-1,-1
"7136",1,1,-1,1,-1,-1,1,1
"7139",1,-1,-1,1,-1,1,-1,1
"7146",1,1,-1,1,1,1,1,1
"7147",-1,1,-1,-1,-1,0,1,-1
"7152",1,1,-1,1,-1,1,-1,1
"7158",0,-1,-1,1,-1,0,1,-1
"7162",1,1,-1,1,-1,-1,1,1
"7163",-1,-1,-1,1,0,1,-1,-1
"7164",-1,-1,-1,1,-1,0,1,-1
"7165",0,-1,-1,1,-1,0,1,-1
"7167",1,1,-1,1,0,1,1,1
"7168",0,1,1,-1,1,-1,-1,1
"7173",0,1,1,1,-1,1,-1,-1
"7174",0,1,-1,1,1,1,-1,1
"7180",1,1,-1,1,1,0,1,1
"7182",1,1,1,1,-1,0,0,1
"7184",0,1,-1,1,0,-1,-1,1
"7185",0,0,-1,1,-1,-1,1,1
"7186",-1,1,-1,1,-1,0,1,-1
"7191",-1,-1,-1,-1,-1,1,-1,-1
"7195",0,-1,-1,1,-1,0,1,-1
"7198",0,1,-1,1,-1,-1,-1,1
"7200",0,1,-1,1,-1,-1,-1,1
"7201",0,1,-1,1,-1,1,-1,1
"7203",-1,-1,-1,-1,-1,0,-1,-1
"7205",-1,-1,-1,1,-1,0,-1,-1
"7207",0,1,1,1,-1,-1,1,1
"7208",1,1,-1,1,-1,1,-1,1
"7218",-1,-1,-1,1,-1,1,1,-1
"7221",1,1,-1,1,-1,-1,1,1
"7225",0,-1,-1,1,-1,0,-1,-1
"7226",-1,-1,1,1,-1,1,0,-1
"7230",1,1,-1,1,1,0,1,1
"7235",1,-1,-1,1,-1,0,1,1
"7238",-1,-1,-1,1,-1,1,-1,-1
"7239",-1,-1,-1,-1,-1,0,0,-1
"7244",-1,1,-1,1,-1,0,-1,-1
"7246",1,1,1,1,1,1,-1,1
"7255",-1,1,-1,1,-1,0,-1,-1
"7257",1,1,-1,1,-1,0,1,1
"7258",1,-1,-1,0,-1,1,-1,1
"7262",1,-1,-1,1,1,-1,-1,1
"7265",1,1,-1,1,-1,0,-1,1
"7266",0,1,1,1,-1,1,-1,1
"7270",-1,1,1,1,-1,-1,-1,-1
"7278",-1,-1,-1,-1,-1,1,-1,-1
"7287",0,-1,-1,1,-1,1,1,1
"7290",0,-1,-1,1,-1,0,1,1
"7291",-1,1,1,-1,-1,-1,-1,-1
"7296",1,1,-1,-1,-1,-1,1,-1
"7297",0,-1,-1,1,-1,0,1,-1
"7298",0,1,-1,-1,-1,1,1,1
"7302",-1,0,-1,-1,-1,1,-1,-1
"7304",1,-1,-1,1,-1,-1,1,1
"7309",0,1,-1,1,-1,-1,-1,1
"7312",0,1,0,-1,-1,-1,1,1
"7313",1,1,-1,1,-1,-1,1,1
"7314",0,1,1,1,-1,0,1,-1
"7320",0,1,-1,1,-1,1,-1,1
"7322",0,-1,-1,1,-1,-1,1,1
"7324",0,1,-1,1,-1,1,1,1
"7330",0,1,1,1,-1,1,-1,-1
"7331",0,1,-1,1,-1,1,-1,1
"7332",0,1,1,1,-1,1,-1,1
"7334",-1,1,-1,1,-1,0,-1,-1
"7335",0,-1,-1,1,-1,1,-1,-1
"7336",-1,-1,-1,1,-1,1,-1,-1
"7340",-1,-1,-1,-1,-1,1,-1,-1
"7345",0,1,1,1,-1,1,1,1
"7348",1,-1,-1,1,-1,1,1,1
"7350",1,1,1,1,-1,1,1,1
"7351",1,1,-1,1,-1,1,-1,1
"7352",1,1,1,-1,1,1,-1,1
"7353",-1,-1,-1,1,-1,1,-1,-1
"7355",1,-1,-1,1,-1,0,-1,1
"7357",0,-1,-1,1,-1,1,1,1
"7360",0,1,-1,1,-1,0,1,-1
"7361",0,1,-1,1,-1,0,1,-1
"7366",0,1,-1,1,-1,0,1,-1
"7367",0,1,1,1,-1,1,1,1
"7369",0,1,-1,1,-1,0,-1,1
"7374",-1,-1,-1,1,-1,0,1,-1
"7375",-1,1,-1,1,-1,0,1,-1
"7377",0,1,-1,1,-1,1,1,1
"7382",-1,1,1,-1,-1,1,1,-1
"7390",-1,-1,-1,1,-1,1,-1,-1
"7391",0,1,-1,1,-1,0,1,1
"7393",-1,-1,-1,1,-1,0,0,-1
"7394",0,1,-1,-1,0,1,-1,1
"7396",1,1,-1,1,1,-1,-1,1
"7406",0,-1,-1,1,-1,0,1,-1
"7410",-1,1,-1,1,-1,0,1,-1
"7412",0,-1,-1,1,-1,1,1,1
"7415",0,1,-1,1,-1,0,1,-1
"7425",0,-1,-1,1,-1,0,1,1
"7428",0,-1,-1,1,-1,0,1,-1
"7431",-1,-1,-1,1,-1,0,1,-1
"7434",-1,-1,-1,1,-1,1,1,-1
"7437",-1,1,1,1,-1,1,-1,-1
"7439",-1,1,0,1,-1,-1,-1,-1
"7441",0,-1,-1,1,-1,1,1,1
"7443",-1,1,-1,1,-1,1,1,-1
"7444",0,1,-1,1,-1,1,-1,-1
"7454",-1,1,1,1,-1,1,-1,-1
"7461",1,1,-1,0,-1,0,-1,1
"7462",0,-1,-1,1,-1,0,1,1
"7471",0,-1,-1,1,-1,0,-1,1
"7476",0,1,-1,1,-1,-1,-1,-1
"7477",-1,-1,-1,1,-1,1,1,-1
"7479",0,1,1,1,-1,1,1,1
"7481",-1,1,1,1,-1,1,-1,-1
"7487",0,1,-1,-1,-1,0,-1,1
"7488",0,1,1,1,-1,1,1,1
"7491",1,0,-1,1,-1,1,-1,1
"7492",-1,-1,-1,-1,-1,1,-1,-1
"7493",0,-1,-1,1,-1,1,1,1
"7503",0,1,-1,0,0,0,1,1
"7505",-1,1,0,1,-1,-1,-1,-1
"7519",1,1,1,1,-1,-1,1,1
"7521",-1,1,-1,1,-1,0,1,-1
"7523",1,-1,-1,1,-1,0,-1,1
"7524",0,-1,-1,1,-1,0,1,1
"7528",-1,1,-1,1,-1,0,1,-1
"7532",0,1,-1,1,-1,1,1,1
"7533",0,1,-1,1,-1,0,-1,-1
"7534",1,1,-1,1,-1,-1,1,1
"7540",0,0,-1,1,1,0,1,1
"7548",1,1,1,1,1,1,1,1
"7552",0,1,0,-1,-1,-1,-1,1
"7556",0,1,-1,1,-1,1,1,1
"7558",1,1,-1,1,-1,1,1,1
"7563",-1,-1,-1,1,-1,0,-1,-1
"7567",-1,-1,-1,1,-1,1,1,-1
"7571",0,1,-1,1,1,1,1,1
"7573",0,-1,-1,1,0,0,1,-1
"7575",0,-1,-1,1,-1,0,-1,-1
"7578",-1,-1,-1,-1,-1,0,-1,-1
"7584",1,1,-1,-1,-1,1,-1,1
"7585",-1,-1,-1,-1,-1,1,-1,-1
"7590",-1,-1,1,1,-1,0,-1,-1
"7594",0,1,1,-1,-1,1,1,1
"7598",1,1,-1,-1,-1,0,1,1
"7602",0,-1,-1,1,-1,0,1,1
"7605",0,-1,-1,1,-1,0,-1,-1
"7612",-1,1,-1,1,-1,1,1,-1
"7615",0,0,-1,-1,0,1,1,1
"7618",0,1,-1,1,-1,1,1,1
"7620",1,1,-1,1,-1,1,1,1
"7625",-1,-1,1,0,-1,0,-1,-1
"7626",0,-1,1,-1,-1,1,-1,-1
"7628",0,1,1,-1,1,1,-1,1
"7629",0,1,0,-1,-1,1,-1,1
"7634",0,-1,-1,1,-1,1,1,1
"7640",0,1,-1,-1,-1,0,-1,1
"7642",0,1,1,1,1,0,1,1
"7643",-1,1,1,-1,-1,-1,1,-1
"7646",-1,-1,-1,1,-1,-1,-1,-1
"7658",0,1,0,1,1,1,-1,1
"7660",0,1,-1,1,1,0,1,1
"7670",1,1,-1,1,-1,0,1,1
"7672",-1,-1,-1,-1,-1,0,-1,-1
"7681",-1,1,1,1,-1,-1,-1,-1
"7682",-1,-1,-1,1,-1,0,-1,-1
"7691",0,1,-1,1,-1,-1,-1,-1
"7694",-1,1,-1,-1,-1,-1,-1,-1
"7697",-1,1,-1,-1,-1,-1,1,-1
"7701",1,1,1,-1,1,1,-1,1
"7703",0,1,-1,1,0,1,-1,1
"7705",1,-1,-1,-1,1,1,-1,1
"7710",0,-1,-1,1,-1,1,-1,1
"7712",-1,-1,0,1,-1,0,-1,-1
"7715",-1,-1,-1,1,-1,0,-1,-1
"7718",0,1,0,0,-1,1,-1,1
"7726",0,1,-1,1,-1,1,1,1
"7733",1,1,-1,1,1,1,-1,1
"7734",0,1,-1,1,1,1,1,1
"7737",-1,1,-1,1,-1,0,-1,-1
"7747",0,1,-1,1,-1,1,-1,1
"7749",0,1,-1,1,1,1,1,1
"7755",-1,-1,-1,1,-1,0,1,-1
"7761",-1,1,-1,1,-1,0,-1,-1
"7762",0,1,-1,1,-1,1,-1,1
"7765",1,0,-1,1,-1,1,1,1
"7766",-1,-1,-1,1,-1,0,-1,-1
"7769",-1,-1,-1,1,-1,0,-1,-1
"7776",-1,1,1,-1,0,0,-1,-1
"7777",0,-1,-1,1,-1,1,1,1
"7779",0,-1,-1,1,-1,-1,1,1
"7782",0,1,-1,1,1,-1,1,1
"7783",0,-1,-1,-1,-1,0,-1,-1
"7784",-1,1,1,-1,-1,0,-1,-1
"7785",0,-1,-1,1,-1,0,-1,-1
"7790",1,-1,-1,1,1,0,-1,1
"7792",0,1,-1,1,-1,1,-1,-1
"7798",0,1,-1,1,-1,0,-1,-1
"7799",0,1,-1,1,-1,1,1,1
"7813",0,1,-1,0,-1,1,-1,1
"7816",-1,-1,1,1,-1,-1,-1,-1
"7819",0,1,-1,1,-1,0,-1,1
"7821",1,-1,-1,1,-1,1,-1,1
"7822",0,1,-1,1,-1,1,1,1
"7827",0,1,1,1,-1,0,1,1
"7832",0,1,-1,1,-1,1,-1,1
"7833",-1,-1,-1,1,-1,0,1,-1
"7836",0,-1,-1,1,-1,0,1,1
"7840",1,1,-1,1,-1,-1,1,1
"7841",-1,-1,-1,1,-1,1,-1,-1
"7842",-1,1,1,1,-1,0,0,-1
"7847",0,-1,-1,1,-1,0,-1,1
"7849",1,1,1,-1,-1,0,1,1
"7850",1,1,-1,1,-1,0,1,1
"7854",0,1,-1,1,-1,0,1,-1
"7855",-1,-1,0,-1,0,1,-1,-1
"7859",0,1,-1,1,-1,1,-1,1
"7863",1,1,1,-1,1,0,1,1
"7864",-1,-1,-1,1,-1,0,-1,-1
"7865",0,1,-1,1,-1,-1,-1,1
"7868",-1,1,-1,1,-1,0,1,-1
"7870",1,1,1,1,-1,1,1,1
"7872",1,1,-1,1,-1,0,1,1
"7874",-1,-1,-1,1,-1,0,1,-1
"7881",-1,-1,-1,0,-1,0,-1,-1
"7882",0,-1,-1,1,-1,-1,-1,1
"7883",-1,-1,-1,1,-1,0,1,-1
"7884",0,-1,-1,1,-1,1,-1,1
"7885",0,-1,-1,1,-1,1,-1,1
"7886",0,1,1,-1,-1,0,-1,-1
"7887",0,1,-1,1,-1,0,-1,-1
"7888",0,1,-1,1,-1,-1,1,1
"7891",-1,-1,-1,-1,-1,0,-1,-1
"7892",0,1,1,1,-1,-1,1,1
"7896",-1,1,-1,-1,-1,1,-1,-1
"7902",0,-1,1,-1,1,1,-1,1
"7903",0,1,-1,1,-1,1,1,1
"7906",0,1,-1,1,-1,0,1,1
"7912",0,1,-1,1,0,1,1,1
"7928",-1,1,1,1,-1,0,-1,-1
"7935",0,-1,-1,1,-1,0,1,1
"7938",0,1,1,1,-1,1,1,1
"7939",0,-1,-1,1,-1,0,-1,-1
"7941",1,1,1,1,-1,0,1,1
"7949",-1,1,1,1,-1,0,-1,-1
"7950",0,-1,1,-1,1,1,-1,1
"7952",0,1,1,1,-1,0,-1,1
"7954",0,1,-1,1,-1,0,-1,1
"7955",-1,1,-1,1,-1,0,-1,-1
"7957",0,1,-1,-1,-1,0,1,1
"7961",-1,-1,-1,1,-1,0,1,-1
"7963",0,1,-1,-1,-1,1,-1,1
"7966",0,1,-1,1,-1,1,-1,1
"7967",-1,-1,-1,1,-1,0,-1,-1
"7970",0,1,-1,1,-1,0,-1,-1
"7972",0,1,-1,1,1,-1,1,1
"7974",1,1,-1,1,-1,-1,1,1
"7977",1,-1,-1,1,1,-1,1,1
"7979",0,1,-1,1,-1,0,1,-1
"7980",0,-1,-1,1,-1,1,-1,1
"7983",0,-1,-1,1,-1,-1,1,1
"7985",0,1,0,1,-1,0,1,-1
"7987",0,1,-1,1,-1,-1,-1,1
"7988",0,-1,-1,1,-1,0,-1,-1
"7996",0,-1,-1,1,-1,1,-1,1
"7998",0,1,-1,1,1,1,-1,1
"8007",-1,-1,-1,1,-1,1,1,-1
"8009",0,1,-1,1,-1,1,-1,1
"8011",0,-1,-1,1,-1,1,1,1
"8012",0,-1,-1,-1,0,1,1,-1
"8013",0,1,1,1,-1,-1,1,1
"8015",1,1,1,1,1,0,-1,1
"8016",-1,-1,0,-1,-1,-1,-1,-1
"8018",0,1,-1,1,1,0,-1,1
"8020",0,1,-1,-1,-1,1,-1,1
"8031",0,1,1,1,-1,1,1,1
"8038",0,-1,-1,1,-1,0,1,-1
"8039",0,1,-1,1,1,0,1,1
"8045",0,1,-1,1,-1,1,-1,1
"8046",0,-1,-1,1,-1,1,-1,-1
"8049",0,1,-1,1,-1,1,1,1
"8061",0,-1,-1,1,-1,1,-1,-1
"8064",0,1,1,-1,-1,1,1,1
"8071",0,-1,-1,1,-1,0,1,-1
"8074",0,1,0,1,-1,0,-1,-1
"8076",0,-1,-1,1,-1,1,1,1
"8080",0,-1,-1,1,-1,0,-1,-1
"8083",-1,1,1,1,-1,0,-1,-1
"8086",-1,1,-1,1,-1,1,1,-1
"8090",1,1,1,1,-1,1,-1,1
"8097",-1,-1,-1,1,-1,0,1,-1
"8098",1,-1,-1,1,-1,1,0,1
"8100",0,0,1,0,-1,-1,1,1
"8101",-1,-1,-1,1,-1,0,-1,-1
"8104",0,1,-1,1,-1,-1,0,1
"8111",0,1,-1,1,-1,0,1,1
"8115",0,1,1,1,-1,1,-1,1
"8116",-1,-1,-1,1,-1,1,-1,-1
"8118",1,1,-1,1,-1,0,1,1
"8121",0,1,1,1,-1,-1,1,1
"8123",0,1,-1,1,-1,-1,1,1
"8126",0,-1,-1,1,-1,0,-1,-1
"8127",1,-1,-1,1,-1,1,-1,1
"8128",-1,1,-1,-1,-1,0,-1,-1
"8141",-1,-1,-1,1,-1,1,-1,-1
"8142",0,1,1,1,-1,1,-1,1
"8143",-1,-1,1,1,-1,1,-1,-1
"8144",1,-1,-1,1,-1,1,-1,1
"8145",0,-1,-1,1,-1,0,-1,-1
"8146",0,1,-1,1,-1,0,1,1
"8148",-1,1,-1,1,-1,0,1,-1
"8155",1,1,-1,1,-1,0,-1,1
